4
 
C1s
 ,1,2,3,4
402.0000,2943.7500,3500.0000,3856.2500,3975.0000
401.9000,3325.0000,3675.0000,3656.2500,3606.2500
401.8000,2887.5000,3675.0000,3981.2500,4112.5000
401.7000,3400.0000,3800.0000,3843.7500,3762.5000
401.6000,3268.7500,4050.0000,4043.7500,4431.2500
401.5000,3387.5000,3962.5000,3968.7500,4000.0000
401.4000,3568.7500,4137.5000,4050.0000,4343.7500
401.3000,3287.5000,4143.7500,3962.5000,3843.7500
401.2000,3375.0000,4156.2500,4168.7500,4475.0000
401.1000,3312.5000,4225.0000,4087.5000,4325.0000
401.0000,3400.0000,4312.5000,4293.7500,4562.5000
400.9000,3681.2500,4562.5000,4225.0000,4256.2500
400.8000,3337.5000,4450.0000,4275.0000,4156.2500
400.7000,3656.2500,4606.2500,4475.0000,4581.2500
400.6000,3737.5000,4600.0000,4643.7500,4375.0000
400.5000,3600.0000,4518.7500,4293.7500,4656.2500
400.4000,3668.7500,4943.7500,5256.2500,4525.0000
400.3000,3812.5000,4981.2500,4700.0000,4593.7500
400.2000,3812.5000,4850.0000,5100.0000,4856.2500
400.1000,3893.7500,4837.5000,4781.2500,4756.2500
400.0000,4300.0000,5618.7500,4906.2500,4850.0000
399.9000,3875.0000,4925.0000,4887.5000,4906.2500
399.8000,4368.7500,5437.5000,5137.5000,5237.5000
399.7000,4231.2500,5125.0000,5000.0000,5081.2500
399.6000,4656.2500,5325.0000,5287.5000,5431.2500
399.5000,4581.2500,5331.2500,5200.0000,5475.0000
399.4000,4631.2500,5825.0000,5368.7500,5368.7500
399.3000,4781.2500,5418.7500,5537.5000,5787.5000
399.2000,4750.0000,6000.0000,5762.5000,5843.7500
399.1000,5037.5000,6381.2500,5843.7500,5800.0000
399.0000,5143.7500,6337.5000,6687.5000,6425.0000
398.9000,5362.5000,6837.5000,6350.0000,6718.7500
398.8000,5550.0000,7343.7500,7193.7500,7325.0000
398.7000,5668.7500,7418.7500,7262.5000,7731.2500
398.6000,5537.5000,8137.5000,8068.7500,8450.0000
398.5000,5812.5000,8868.7500,8637.5000,9100.0000
398.4000,6462.5000,9837.5000,9893.7500,9800.0000
398.3000,6493.7500,10968.7500,10275.0000,10818.7500
398.2000,7643.7500,11937.5000,12581.2500,12437.5000
398.1000,7693.7500,13387.5000,13587.5000,13706.2500
398.0000,8987.5000,15506.2500,15881.2500,15325.0000
397.9000,9687.5000,17162.5000,17406.2500,17593.7500
397.8000,10775.0000,18931.2500,19787.5000,19537.5000
397.7000,11525.0000,20593.7500,20606.2500,21575.0000
397.6000,12962.5000,21737.5000,22312.5000,23125.0000
397.5000,12562.5000,22681.2500,23450.0000,23068.7500
397.4000,13437.5000,22575.0000,23468.7500,23662.5000
397.3000,12625.0000,21956.2500,22212.5000,22425.0000
397.2000,12468.7500,20575.0000,21550.0000,21412.5000
397.1000,11556.2500,18581.2500,19387.5000,19600.0000
397.0000,11031.2500,16962.5000,17168.7500,17625.0000
396.9000,10737.5000,14831.2500,15268.7500,15381.2500
396.8000,9425.0000,13968.7500,13281.2500,13975.0000
396.7000,8781.2500,11618.7500,12012.5000,11668.7500
396.6000,8262.5000,11075.0000,10306.2500,10825.0000
396.5000,8187.5000,8968.7500,9150.0000,9193.7500
396.4000,7100.0000,8668.7500,7875.0000,8668.7500
396.3000,7387.5000,6881.2500,7262.5000,6987.5000
396.2000,6968.7500,6887.5000,5868.7500,6606.2500
396.1000,6462.5000,5537.5000,5731.2500,5293.7500
396.0000,5668.7500,5487.5000,4862.5000,5250.0000
395.9000,5481.2500,4706.2500,4612.5000,4368.7500
395.8000,4750.0000,4093.7500,3937.5000,4175.0000
395.7000,4381.2500,3781.2500,3737.5000,3450.0000
395.6000,3968.7500,3712.5000,3418.7500,3487.5000
395.5000,3818.7500,3493.7500,3337.5000,2968.7500
