
SetupTitle, SET
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, Resistance, absItop
TestParameter, Function.User.Unit, ohm, A
TestParameter, Function.User.Definition, abs(Vtop/Itop), abs(Itop)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vtop
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 3.5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, absItop
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, 1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, Vtop, Itop, Resistance
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/03/2020 15:34:12
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, d049eb13-e220-4089-9716-f4944469a33c
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vtop
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absItop
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 4E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.0021
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.58333333333333337
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 238.09568970607566
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.58333333333333337
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 238.09568970607566
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.58333333333333337
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 238.09568970607566
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.58333333333333337
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 238.09568970607566
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.58333333333333337
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 238.09568970607566
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=Vtop, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=3 V, Step=30 mV, No. of Steps=101, Compliance=2 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU4:MP, Name=Vbot, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vtop, Itop, Resistance
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, ohm
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, SET
Dimension1, 202, 202, 202, 202
Dimension2, 1, 1, 1, 1
DataName, Vtop, Itop, Resistance, absItop
DataValue, 0, 4.0398E-09, 0, 4.0398E-09
DataValue, 0.03, 9.4188E-07, 31851.19123455217, 9.4188E-07
DataValue, 0.06, 1.918E-06, 31282.586027111571, 1.918E-06
DataValue, 0.09, 2.9382E-06, 30630.998570553398, 2.9382E-06
DataValue, 0.12, 4.0383000000000008E-06, 29715.474333259037, 4.0383000000000008E-06
DataValue, 0.15, 5.1934E-06, 28882.81280086263, 5.1934E-06
DataValue, 0.18, 6.4451E-06, 27928.193511349706, 6.4451E-06
DataValue, 0.21, 7.7902E-06, 26956.945906395213, 7.7902E-06
DataValue, 0.24, 9.1863E-06, 26125.861336990951, 9.1863E-06
DataValue, 0.27, 1.0677600000000001E-05, 25286.58125421443, 1.0677600000000001E-05
DataValue, 0.3, 1.2270000000000001E-05, 24449.877750611246, 1.2270000000000001E-05
DataValue, 0.33, 1.392E-05, 23706.896551724138, 1.392E-05
DataValue, 0.36, 1.5728E-05, 22889.114954221772, 1.5728E-05
DataValue, 0.39, 1.7622000000000002E-05, 22131.426625808646, 1.7622000000000002E-05
DataValue, 0.42, 1.9632E-05, 21393.643031784839, 1.9632E-05
DataValue, 0.45, 2.1764E-05, 20676.346259878697, 2.1764E-05
DataValue, 0.48, 2.413E-05, 19892.250310816409, 2.413E-05
DataValue, 0.51, 2.6646000000000002E-05, 19139.833370862416, 2.6646000000000002E-05
DataValue, 0.54, 2.8896000000000003E-05, 18687.707641196012, 2.8896000000000003E-05
DataValue, 0.57000000000000006, 3.0068E-05, 18957.030730344555, 3.0068E-05
DataValue, 0.6, 3.3334E-05, 17999.640007199854, 3.3334E-05
DataValue, 0.63, 3.6692E-05, 17169.955303608414, 3.6692E-05
DataValue, 0.66, 3.8766E-05, 17025.228292833926, 3.8766E-05
DataValue, 0.69000000000000006, 4.3712000000000004E-05, 15785.139092240117, 4.3712000000000004E-05
DataValue, 0.72, 4.7696E-05, 15095.605501509561, 4.7696E-05
DataValue, 0.75, 5.3892000000000005E-05, 13916.722333556, 5.3892000000000005E-05
DataValue, 0.78, 5.4684E-05, 14263.770024138688, 5.4684E-05
DataValue, 0.81, 6.1256E-05, 13223.194462583258, 6.1256E-05
DataValue, 0.84, 6.8242E-05, 12309.135136719322, 6.8242E-05
DataValue, 0.87, 7.5448E-05, 11531.120771922384, 7.5448E-05
DataValue, 0.9, 8.2332E-05, 10931.351114997815, 8.2332E-05
DataValue, 0.93, 8.9258E-05, 10419.234130274037, 8.9258E-05
DataValue, 0.96, 9.4904E-05, 10115.4851218073, 9.4904E-05
DataValue, 0.99, 0.00010691200000000001, 9259.9521101466617, 0.00010691200000000001
DataValue, 1.02, 0.000110112, 9263.2955536181344, 0.000110112
DataValue, 1.05, 0.00016352, 6421.232876712329, 0.00016352
DataValue, 1.08, 0.00017642000000000002, 6121.7549030722139, 0.00017642000000000002
DataValue, 1.11, 0.00019130000000000002, 5802.4046001045481, 0.00019130000000000002
DataValue, 1.1400000000000001, 0.00020400000000000003, 5588.2352941176468, 0.00020400000000000003
DataValue, 1.17, 0.0002188, 5347.3491773308951, 0.0002188
DataValue, 1.2, 0.00025586, 4690.0648792308293, 0.00025586
DataValue, 1.23, 0.00026864, 4578.6182251340078, 0.00026864
DataValue, 1.26, 0.00027488, 4583.8183934807912, 0.00027488
DataValue, 1.29, 0.00030036, 4294.8461845785059, 0.00030036
DataValue, 1.32, 0.00044436000000000003, 2970.5644072373752, 0.00044436000000000003
DataValue, 1.35, 0.00044120000000000004, 3059.8368087035356, 0.00044120000000000004
DataValue, 1.3800000000000001, 0.00043052000000000005, 3205.4259964693856, 0.00043052000000000005
DataValue, 1.41, 0.00045056, 3129.438920454545, 0.00045056
DataValue, 1.44, 0.00050404, 2856.9161177684309, 0.00050404
DataValue, 1.47, 0.000523, 2810.7074569789675, 0.000523
DataValue, 1.5, 0.0005749, 2609.1494172899634, 0.0005749
DataValue, 1.53, 0.00058378, 2620.8503203261503, 0.00058378
DataValue, 1.56, 0.00061996, 2516.2913736370087, 0.00061996
DataValue, 1.59, 0.00064436000000000007, 2467.5647153764976, 0.00064436000000000007
DataValue, 1.62, 0.00065708, 2465.4532172642603, 0.00065708
DataValue, 1.6500000000000001, 0.00065666, 2512.7158651356867, 0.00065666
DataValue, 1.68, 0.00069076, 2432.1037697608431, 0.00069076
DataValue, 1.71, 0.00074636000000000006, 2291.1195669650033, 0.00074636000000000006
DataValue, 1.74, 0.00076140000000000008, 2285.2639873916469, 0.00076140000000000008
DataValue, 1.77, 0.0007894200000000001, 2242.1524663677128, 0.0007894200000000001
DataValue, 1.8, 0.00082914, 2170.9240900209857, 0.00082914
DataValue, 1.83, 0.0009707, 1885.2374575048934, 0.0009707
DataValue, 1.86, 0.00097622000000000008, 1905.3082297023211, 0.00097622000000000008
DataValue, 1.8900000000000001, 0.00097936, 1929.8317268420192, 0.00097936
DataValue, 1.92, 0.00100544, 1909.6117122851686, 0.00100544
DataValue, 1.95, 0.00103848, 1877.7443956551883, 0.00103848
DataValue, 1.98, 0.00103436, 1914.2271549557213, 0.00103436
DataValue, 2.0100000000000002, 0.00102604, 1958.9879536860165, 0.00102604
DataValue, 2.04, 0.0010523400000000001, 1938.5369747420034, 0.0010523400000000001
DataValue, 2.07, 0.00104528, 1980.33062911373, 0.00104528
DataValue, 2.1, 0.0010471, 2005.5391080126062, 0.0010471
DataValue, 2.13, 0.0010578, 2013.6131593874077, 0.0010578
DataValue, 2.16, 0.0010112, 2136.0759493670885, 0.0010112
DataValue, 2.19, 0.00102672, 2133.0060776063578, 0.00102672
DataValue, 2.22, 0.00101536, 2186.4166404034036, 0.00101536
DataValue, 2.25, 0.00099750000000000012, 2255.6390977443607, 0.00099750000000000012
DataValue, 2.2800000000000002, 0.00098838, 2306.8050749711651, 0.00098838
DataValue, 2.31, 0.0010711400000000002, 2156.5808391059991, 0.0010711400000000002
DataValue, 2.34, 0.0010738, 2179.176755447942, 0.0010738
DataValue, 2.37, 0.00107448, 2205.718114809024, 0.00107448
DataValue, 2.4, 0.0010722400000000001, 2238.3048571215395, 0.0010722400000000001
DataValue, 2.43, 0.00112524, 2159.5392982830331, 0.00112524
DataValue, 2.46, 0.001833, 1342.062193126023, 0.001833
DataValue, 2.49, 0.0018136, 1372.9598588442877, 0.0018136
DataValue, 2.52, 0.0018368, 1371.9512195121952, 0.0018368
DataValue, 2.5500000000000003, 0.0018558000000000001, 1374.0704817329454, 0.0018558000000000001
DataValue, 2.58, 0.0018576, 1388.8888888888889, 0.0018576
DataValue, 2.61, 0.0018516000000000001, 1409.591704471808, 0.0018516000000000001
DataValue, 2.64, 0.0018654000000000001, 1415.2460598263108, 0.0018654000000000001
DataValue, 2.67, 0.0019152, 1394.110275689223, 0.0019152
DataValue, 2.7, 0.001961, 1376.8485466598675, 0.001961
DataValue, 2.73, 0.0020004, 1364.7270545890824, 0.0020004
DataValue, 2.7600000000000002, 0.0020006, 1379.5861241627513, 0.0020006
DataValue, 2.79, 0.0020004, 1394.7210557888425, 0.0020004
DataValue, 2.82, 0.0020004, 1409.7180563887223, 0.0020004
DataValue, 2.85, 0.0020004, 1424.7150569886026, 0.0020004
DataValue, 2.88, 0.0020008, 1439.4242303078768, 0.0020008
DataValue, 2.91, 0.0020006, 1454.5636309107269, 0.0020006
DataValue, 2.94, 0.0020004, 1469.7060587882424, 0.0020004
DataValue, 2.97, 0.0020004, 1484.7030593881225, 0.0020004
DataValue, 3, 0.0020006, 1499.5501349595122, 0.0020006
DataValue, 3, 0.0020004, 1499.7000599880025, 0.0020004
DataValue, 2.97, 0.0020002, 1484.8515148485151, 0.0020002
DataValue, 2.94, 0.0020004, 1469.7060587882424, 0.0020004
DataValue, 2.91, 0.0020002, 1454.854514548545, 0.0020002
DataValue, 2.88, 0.0020004, 1439.7120575884824, 0.0020004
DataValue, 2.85, 0.0020004, 1424.7150569886026, 0.0020004
DataValue, 2.82, 0.0020004, 1409.7180563887223, 0.0020004
DataValue, 2.79, 0.0020002, 1394.8605139486051, 0.0020002
DataValue, 2.7600000000000002, 0.0013368, 2064.6319569120287, 0.0013368
DataValue, 2.73, 0.0010262000000000001, 2660.3001364256479, 0.0010262000000000001
DataValue, 2.7, 0.00089786000000000011, 3007.1503352415743, 0.00089786000000000011
DataValue, 2.67, 0.00082656000000000006, 3230.2555168408826, 0.00082656000000000006
DataValue, 2.64, 0.00076694, 3442.2510235481263, 0.00076694
DataValue, 2.61, 0.00070868, 3682.9034260879375, 0.00070868
DataValue, 2.58, 0.00066170000000000009, 3899.0479069064527, 0.00066170000000000009
DataValue, 2.5500000000000003, 0.00061818000000000007, 4125.0121323886242, 0.00061818000000000007
DataValue, 2.52, 0.00057626, 4373.0260646236075, 0.00057626
DataValue, 2.49, 0.00053972, 4613.5032980063734, 0.00053972
DataValue, 2.46, 0.00050696, 4852.45384251223, 0.00050696
DataValue, 2.43, 0.00047618000000000004, 5103.1122684699067, 0.00047618000000000004
DataValue, 2.4, 0.00044896000000000004, 5345.6878118317882, 0.00044896000000000004
DataValue, 2.37, 0.00042244, 5610.2641795284544, 0.00042244
DataValue, 2.34, 0.00039942000000000005, 5858.4948174853525, 0.00039942000000000005
DataValue, 2.31, 0.00037764000000000005, 6116.93676517318, 0.00037764000000000005
DataValue, 2.2800000000000002, 0.00035708, 6385.1237817855945, 0.00035708
DataValue, 2.25, 0.00033842000000000003, 6648.5432303055368, 0.00033842000000000003
